,restaurant_name,avg_rating,special_diets,price_level,cuisines,address,ZIP
1353,OPUS Restaurant,4.5,"Vegetarian Friendly, Gluten Free Options",€€€€,"['European', 'Austrian', 'Contemporary']","Kaerntner Ring 16 Wien, Vienna 1010 Austria",1010
1354,Indian Pavilion,4.0,"Vegetarian Friendly, Vegan Options",€€-€€€,"['Indian', 'Asian']","Naschmarkt 74-75, Vienna 1060 Austria",1060
1355,Kim Kocht,4.5,"Vegetarian Friendly, Vegan Options",€€€€,"['Korean', 'Asian', 'Fusion']","Waehringer Strasse 46, Vienna 1090 Austria",1090
1356,Restaurant Kornat,4.0,"Vegetarian Friendly, Gluten Free Options",€€€€,"['Seafood', 'Mediterranean', 'European', 'Croatian', 'Central European']","Marc-Aurel-Strasse 8, Vienna 1010 Austria",1010
1357,La Creperia,3.0,Vegetarian Friendly,€€-€€€,"['French', 'Mediterranean', 'European']","An der oberen Alten Donau 6, Vienna 1210 Austria",1210
1358,FIRST by Rosenberger,3.5,"Vegetarian Friendly, Vegan Options",€€-€€€,['Austrian'],"Maysedergasse 2, Vienna 1010 Austria",1010
1359,Ginza  Wok & Grill Donauzentrum,4.5,Vegetarian Friendly,€,"['Chinese', 'Sushi', 'Asian']","Wagramer Strasse 2/611, Vienna 1220 Austria",1220
1360,Plachutta Wollzeile,4.0,"Vegetarian Friendly, Gluten Free Options",€€-€€€,"['German', 'Austrian', 'European', 'Soups', 'Central European']","Wollzeile 38, Vienna 1010 Austria",1010
1361,Wrenkh,4.0,"Vegan Options, Vegetarian Friendly, Gluten Free Options",€€-€€€,['Central European'],"Bauernmarkt 10, Vienna 1010 Austria",1010
1362,simply raw bakery,4.5,"Vegan Options, Vegetarian Friendly, Gluten Free Options",€€-€€€,"['Cafe', 'European']","Drahtgasse 2, Vienna 1010 Austria",1010
1363,Steirerhof,4.0,Vegetarian Friendly,€,"['Austrian', 'European']","Vorgartenstrasse 209, Vienna 1020 Austria",1020
1364,Cafe Little Britain,4.5,"Vegetarian Friendly, Vegan Options, Gluten Free Options",€€-€€€,"['Cafe', 'European', 'British']","Engerthstrasse 249/253, Vienna 1020 Austria",1020
1365,Heuriger Friseurmüller,4.0,Vegetarian Friendly,€€-€€€,"['Austrian', 'European']","Hameaustrasse 30-32, Vienna 1190 Austria",1190
1366,Zum Roten Baeren,4.0,Vegetarian Friendly,€€-€€€,"['Austrian', 'European', 'Central European']","Berggasse 39, Vienna 1090 Austria",1090
1367,New Sichuan,3.5,Vegetarian Friendly,€€-€€€,"['Chinese', 'Asian']","Himmelpfortgasse 27, Vienna 1010 Austria",1010
1368,Hard Rock Cafe,4.0,"Gluten Free Options, Vegetarian Friendly",€€-€€€,"['American', 'Bar', 'International']","Rotenturmstrasse 25, Vienna 1010 Austria",1010
1369,Ginger & Spice,4.5,"Vegetarian Friendly, Vegan Options",€€-€€€,"['Asian', 'Chinese', 'Japanese']","Nussdorfer Strasse 30 1090 Vienna, Vienna 1090 Austria",1090
1370,Heuriger Zum Eberl,4.5,Vegetarian Friendly,€,"['Austrian', 'European', 'Wine Bar']","Iglaseegasse 41, Vienna 1190 Austria",1190
1371,Gasthof Schosztarich,4.5,"Vegetarian Friendly, Gluten Free Options",€€-€€€,"['Austrian', 'European', 'Gastropub', 'Central European']","Franzensbrueckenstrasse 11 1020 Vienna, Vienna 1020 Austria",1020
1372,Heuriger Zur Christl,4.5,Vegetarian Friendly,€,"['Austrian', 'European']","Stammersdorfer Kellergasse 83, Vienna 1210 Austria",1210
1373,d'antonio,4.0,Vegetarian Friendly,€€-€€€,"['Mediterranean', 'Italian', 'Pizza']","Stiegergasse 5a, Vienna 1150 Austria",1150
1374,Ohh! Sushi & Wok,4.5,Vegetarian Friendly,€€-€€€,"['Sushi', 'Chinese', 'Asian']","Landesgerichtsstrasse 12, Vienna 1010 Austria",1010
1375,Gasthaus Zu den 3 Goldenen Kugeln,4.0,Vegetarian Friendly,€,"['Austrian', 'International', 'Grill', 'German', 'European', 'Central European']","Millennium City Wien Handelskai 94-96, Vienna 1200 Austria",1200
1376,Rothneusiedler Hof,3.0,Vegetarian Friendly,€€-€€€,"['Austrian', 'European']","Himberger Strasse 53, Vienna 1100 Austria",1100
1377,Terra Rossa,4.5,"Vegetarian Friendly, Gluten Free Options",€€-€€€,"['Italian', 'Mediterranean', 'Austrian', 'European', 'Central European']","Roterdstrasse 3, Vienna 1160 Austria",1160
1378,Addicted To Rock Bar & Burger,4.5,Vegetarian Friendly,€€-€€€,['American'],"Getreidemarkt 11 1060 Wien, Vienna 1060 Austria",1060
1379,Baschly,4.5,"Vegetarian Friendly, Vegan Options",€,"['Mediterranean', 'Healthy', 'Middle Eastern']","Naschmarkt Stand 663-664, Vienna 1060 Austria",1060
1380,Edelgreisslerei Opocensky,5.0,Vegetarian Friendly,€€-€€€,"['International', 'European', 'Austrian', 'Mediterranean']","Favoritenstrasse 25 1040 Wien, Vienna 1040 Austria",1040
1381,neuDeli,4.5,"Vegetarian Friendly, Vegan Options",€,"['Indian', 'Mediterranean', 'Thai', 'Deli']","Wipplingerstrasse 20, Vienna 1010 Austria",1010
1382,Brezl Gwolb,4.0,Vegetarian Friendly,€€-€€€,['Austrian'],"Ledererhof 9, Vienna 1010 Austria",1010
1383,Vinothek W-Einkehr,4.5,Vegetarian Friendly,€€-€€€,['Austrian'],"Schoenlaterngasse 13, Vienna 1010 Austria",1010
1384,Gasthaus Zipfereck,4.0,Vegetarian Friendly,€,"['Austrian', 'European']","Koppreitergasse 6, Vienna 1120 Austria",1120
1385,the Room - Sofiensaele,4.0,"Vegetarian Friendly, Gluten Free Options",€€-€€€,"['Austrian', 'Bar', 'European', 'Central European', 'International']","Marxergasse 17 1030 Vienna, Vienna 1030 Austria",1030
1386,Oswald & Kalb,4.0,Vegetarian Friendly,€€-€€€,"['Austrian', 'European', 'Central European']","Bäckerstraße 14, Vienna 1010 Austria",1010
1387,Palatschinkenkuchl,4.0,Vegetarian Friendly,€€-€€€,"['European', 'Austrian', 'Central European']","Koellnerhofgasse 4, Vienna 1010 Austria",1010
1388,Plachutta Nussdorf,4.0,Vegetarian Friendly,€€-€€€,"['Austrian', 'European', 'Central European']","Heiligenstaedter Strasse 179, Vienna 1190 Austria",1190
1389,Plutzerbrau,3.0,Vegetarian Friendly,€€-€€€,"['Austrian', 'Bar', 'Brew Pub', 'Diner', 'Beer restaurants']","Schrankgasse 2 Ecke Stiftgasse, Vienna 1070 Austria",1070
1390,Regina Margherita,3.5,"Vegetarian Friendly, Vegan Options",€€-€€€,"['Italian', 'Pizza', 'Mediterranean', 'European', 'Neapolitan', 'Campania', 'Southern-Italian']","Wallnerstrasse 4 1010 Wien, Vienna 1010 Austria",1010
1391,Santo Spirito,4.5,"Vegetarian Friendly, Vegan Options",€€-€€€,"['Central European', 'Austrian', 'European']","Kumpfgasse 7, Vienna 1010 Austria",1010
1392,Schloss Concordia,4.0,Vegetarian Friendly,€€-€€€,"['Austrian', 'European', 'Central European']","Simmeringer Hauptstrasse 283, Vienna 1110 Austria",1110
1393,Schnattl,4.5,Vegetarian Friendly,€€€€,"['Austrian', 'European', 'Central European']","Lange Gasse 40, Vienna 1080 Austria",1080
1394,ef16 Restaurant,4.5,"Vegetarian Friendly, Gluten Free Options",€€-€€€,"['Austrian', 'European', 'Central European']","Fleischmarkt 16 1010 Vienna, Vienna 1010 Austria",1010
1395,Steirereck,4.5,"Vegetarian Friendly, Vegan Options, Gluten Free Options",€€€€,"['Austrian', 'European', 'Central European']","Am Heumarkt 2a, Vienna 1030 Austria",1030
1397,Trzesniewski,4.5,"Vegetarian Friendly, Vegan Options",€,"['Austrian', 'Fast food', 'European', 'Central European']","Dorotheergasse 1, Vienna 1010 Austria",1010
1398,Restaurant Vestibul,4.5,"Vegetarian Friendly, Gluten Free Options",€€€€,"['Austrian', 'European', 'Central European']","Universitaetsring 2, Vienna 1010 Austria",1010
1399,Villa Aurora,3.5,Vegetarian Friendly,€€-€€€,['Austrian'],"Wilhelminenstrasse 237, Vienna 1160 Austria",1160
1400,Walter Bauer,4.5,"Vegetarian Friendly, Gluten Free Options",€€€€,"['Austrian', 'European', 'Central European']","Sonnenfelsgasse 17, Vienna 1010 Austria",1010
1401,WEIN & CO Stephansplatz,4.0,Vegetarian Friendly,€€-€€€,"['Austrian', 'Bar', 'Wine Bar']","Jasomirgottstrasse 3-5, Vienna 1010 Austria",1010
1402,Zum Schwarzen Kameel,4.0,"Vegetarian Friendly, Vegan Options, Gluten Free Options",€€€€,"['Austrian', 'European', 'Central European']","Bognergasse 5, Vienna 1010 Austria",1010
1403,LE'O Restaurant & Bar,4.5,"Vegan Options, Vegetarian Friendly, Gluten Free Options",€€-€€€,"['European', 'International']","Zelinkagasse 2/2 entrance from Neutorgasse, Vienna 1010 Austria",1010
1404,Mama Liu & Sons,4.0,"Vegetarian Friendly, Vegan Options, Gluten Free Options",€€-€€€,"['Chinese', 'Asian']","Gumpendorfer Straße 29, Vienna 1060 Austria",1060
1405,Della Lucia - Eis - Cafe - Bar,3.0,Vegetarian Friendly,€€-€€€,"['Italian', 'Cafe', 'European']","Hitzinger Hauptstrasse 1130, Vienna Austria",1130
1406,Asia Restaurant Klee Wok,4.0,Vegetarian Friendly,€€-€€€,"['Chinese', 'Asian']","Quadenstrasse 31, Vienna 1220 Austria",1220
1407,"Gaststatte ""Zur Fabrik""",4.0,Vegetarian Friendly,€€-€€€,"['Austrian', 'Central European', 'Bar', 'European', 'Pub', 'Diner']","Gaudenzdorfer Guertel 73 1120 Vienna, Vienna 1120 Austria",1120
1408,Maria Rosa,3.5,Vegetarian Friendly,€€-€€€,"['Italian', 'Austrian', 'European']","Siebenbrunnenplatz 2, Vienna 1050 Austria",1050
1409,Heurigenschanke Zur Wildsau,4.0,Vegetarian Friendly,€€-€€€,['Austrian'],"Slatingasse 22, Vienna 1130 Austria",1130
1410,Liebsteinsky,4.5,"Vegetarian Friendly, Vegan Options, Gluten Free Options",€€-€€€,"['Mediterranean', 'Austrian']","Schubertring 6 1010 Vienna, Vienna 1010 Austria",1010
1411,Bioweingut Und Heuriger Obermann,4.5,Vegetarian Friendly,€€-€€€,"['Austrian', 'European', 'Wine Bar']","Cobenzlgasse 102, Vienna 1190 Austria",1190
1412,Altwiener Stuben,4.5,Vegetarian Friendly,€€-€€€,"['Austrian', 'European', 'Central European']","Erzherzog-Karl-Strasse 66, Vienna 1220 Austria",1220
1413,Chilai Landstraße,4.5,"Vegetarian Friendly, Vegan Options",€€-€€€,"['Cafe', 'European', 'Central European', 'International']","Ungargasse 66/1 1030, Vienna 1030 Austria",1030
1414,Chilai Ringstrassen Galerien,4.0,"Vegetarian Friendly, Vegan Options, Gluten Free Options",€€-€€€,"['Austrian', 'Bar', 'Cafe', 'European', 'Central European', 'International']","Kaerntner Ring 5-7 1010, Vienna 1010 Austria",1010
1415,Asia Time am Naschmarkt,3.5,"Vegetarian Friendly, Vegan Options",€€-€€€,"['Japanese', 'Sushi', 'Asian', 'Thai']","Naschmarkt Stand 261-267 Höhe Linke Wienzeile 10, Vienna 1060 Austria",1060
1416,Heuriger Martin  Zimmermann,4.0,Vegetarian Friendly,€€-€€€,"['Austrian', 'European', 'Wine Bar', 'Central European']","Armbrustergasse 5 Neustift Am Walde, Vienna 1190 Austria",1190
1417,Duzi's,4.5,Vegetarian Friendly,€€-€€€,"['Bar', 'Cafe', 'Turkish', 'Pub', 'Middle Eastern']","Praterstrasse 25/1B, Vienna 1020 Austria",1020
1418,Heurigenlokal Beim Hannes,4.0,Vegetarian Friendly,€€-€€€,['Austrian'],"Lang-Enzersdorfer Strasse 56, Vienna 1210 Austria",1210
1419,Restaurant THURN,4.0,Vegetarian Friendly,€€-€€€,"['Diner', 'Wine Bar', 'Soups']","Firmiangasse 8, Vienna 1130 Austria",1130
1420,Zur Allee,4.5,"Vegetarian Friendly, Vegan Options",€€-€€€,"['Austrian', 'European']","Schwarzenbergallee 40, Vienna 1170 Austria",1170
1421,Quicky's,4.5,Vegetarian Friendly,€,"['American', 'Fast food']","Spitalgasse 25, Vienna 1090 Austria",1090
1422,SNEAK IN,4.0,Vegetarian Friendly,€€-€€€,"['Cafe', 'Healthy']","Siebensterngasse 12 1070 Vienna, Vienna 1070 Austria",1070
1423,Das Cottage,4.0,"Vegetarian Friendly, Vegan Options, Gluten Free Options",€€-€€€,"['Austrian', 'Cafe', 'European', 'Central European']","Silbergasse 19, Vienna 1190 Austria",1190
1425,Zum Pospisil,4.5,Vegetarian Friendly,€€-€€€,"['Austrian', 'Mediterranean', 'Healthy', 'Central European']","Bloschgasse 9, Vienna 1190 Austria",1190
1426,Naturkost St. Josef,4.5,"Vegetarian Friendly, Vegan Options",€€-€€€,"['Austrian', 'Soups', 'European']","Zollergasse 26, Vienna 1070 Austria",1070
1427,Cafe Nil,3.5,Vegetarian Friendly,€,"['Cafe', 'Mediterranean', 'Middle Eastern', 'Egyptian']","Siebensterngasse 38, Vienna 1070 Austria",1070
1428,Cafe-Konditorei Aida,4.0,Vegetarian Friendly,€€-€€€,"['Austrian', 'Cafe']","Waehringer Strasse 47, Vienna 1090 Austria",1090
1429,Ristorante Al Teatro L’idea,4.0,Vegetarian Friendly,€€-€€€,"['Italian', 'Pizza']","Wallgasse 14, Vienna 1060 Austria",1060
1430,Sichuan,4.0,"Vegetarian Friendly, Vegan Options",€€-€€€,"['Chinese', 'Asian']","Humboldtgasse 18, Vienna 1100 Austria",1100
1431,Edlmoser Weingut & Heuriger,4.5,Vegetarian Friendly,€€-€€€,"['Austrian', 'Wine Bar']","Maurer Lange Gasse 123, Vienna 1230 Austria",1230
1432,Hubertus Stadl,4.5,Vegetarian Friendly,€€-€€€,"['Austrian', 'Cafe', 'European', 'Grill']","Himberger Strasse 20, Vienna 1100 Austria",1100
1433,DOTS im Brunnerhof,3.5,"Vegetarian Friendly, Vegan Options, Gluten Free Options",€€€€,"['Japanese', 'Seafood', 'Sushi', 'Asian']","Kahlenberger Strasse 1, Vienna 1190 Austria",1190
1434,AROI THAI Restaurant,4.5,"Vegetarian Friendly, Vegan Options, Gluten Free Options",€€-€€€,"['Asian', 'Thai']","Stumpergasse 44 1060 Vienna, Vienna 1060 Austria",1060
1435,Brau-Bar,4.5,"Vegetarian Friendly, Gluten Free Options",€€-€€€,"['German', 'Austrian', 'European', 'Central European']","Hernalser Guertel 47 1170 Vienna, Vienna 1170 Austria",1170
1436,Ullmann's Zuckerbackerei,4.5,"Vegetarian Friendly, Vegan Options, Gluten Free Options",€€-€€€,"['Austrian', 'Cafe', 'European', 'Central European']","Walcherstrasse 11A, Vienna 1020 Austria",1020
1437,Omnom Burger,4.0,Vegetarian Friendly,€€-€€€,"['American', 'Fast food']","Wiedner Hauptstrasse 125, Vienna 1050 Austria",1050
1438,Cafemima,4.0,"Vegetarian Friendly, Vegan Options",€,"['Cafe', 'European']","Karmelitermarkt 21-24, Vienna 1020 Austria",1020
1439,Trattoria Da Paolo & Anna,4.5,Vegetarian Friendly,€€-€€€,"['Italian', 'European', 'Mediterranean']","Burggasse 25 1070 Vienna, Vienna 1070 Austria",1070
1440,Jonas Reindl,4.5,Vegetarian Friendly,€€-€€€,"['Cafe', 'European']","Waehringer Strasse 2-4, Vienna 1090 Austria",1090
1441,Lugeck,4.0,"Vegetarian Friendly, Vegan Options, Gluten Free Options",€€-€€€,"['German', 'Austrian', 'European', 'Central European', 'Gastropub']","Lugeck 4, Vienna 1010 Austria",1010
1442,Kent Restaurant,4.0,"Vegetarian Friendly, Vegan Options, Halal",€€-€€€,"['Mediterranean', 'Turkish']","Marzstrasse 39, Vienna 1150 Austria",1150
1443,Cityfish,4.5,"Vegetarian Friendly, Vegan Options",€€-€€€,"['Seafood', 'Mediterranean', 'European']","Naschmarkt stand 1-4, Vienna 1060 Austria",1060
1444,Eat-Bio.at,4.5,Vegetarian Friendly,€€-€€€,"['Asian', 'Indian']","Wilhelmstrasse 47, Vienna 1120 Austria",1120
1445,Ristorante Trattoria Antica,4.5,"Vegetarian Friendly, Vegan Options",€€-€€€,"['Italian', 'Seafood', 'European', 'Mediterranean']","Althanstrasse 15, Vienna 1090 Austria",1090
1446,Pizzeria Fantastica,3.5,Vegetarian Friendly,€€-€€€,"['Pizza', 'Italian', 'International']","Wagramer Strasse 154, Vienna 1220 Austria",1220
1447,Backerei Schwarz,4.5,Vegetarian Friendly,€,['Cafe'],"Auhofstrasse 201, Vienna 1130 Austria",1130
1448,Fleming's Deluxe Hotel Wien-City,4.0,Vegan Options,€€-€€€,"['Central European', 'Austrian', 'European']","Josefstaedter Strasse 10-12, Vienna 1080 Austria",1080
1449,Mishi Asia Restuarant,4.0,Vegetarian Friendly,€,"['Sushi', 'Asian', 'Chinese', 'Japanese', 'Fusion']","Wiedner Hauptstrasse 78, Vienna 1040 Austria",1040
1450,Garage01,4.5,"Vegetarian Friendly, Vegan Options, Gluten Free Options",€€-€€€,"['European', 'Bar', 'Cafe', 'International', 'Mediterranean', 'Central European']","Radetzkyplatz 5, Vienna 1030 Austria",1030
1451,Cafe Josefine,4.5,Vegetarian Friendly,€€-€€€,"['Cafe', 'European']","Laudongasse 10, Vienna 1080 Austria",1080
1452,Hemmers Restaurant,4.5,"Vegetarian Friendly, Vegan Options, Gluten Free Options",€€-€€€,"['Austrian', 'Central European']","Gartnergasse 12, Vienna 1030 Austria",1030
1453,der fuchs und die trauben,4.0,Vegetarian Friendly,€€-€€€,"['Mediterranean', 'European', 'Spanish']","Kandlgasse 16, Vienna 1070 Austria",1070
1454,Konditorei Oberlaa,4.5,"Vegetarian Friendly, Gluten Free Options, Vegan Options",€€-€€€,"['Austrian', 'European', 'Cafe']","Landstrasser Hauptstrasse 1, Vienna 1030 Austria",1030
1455,Cuisino - Casino Restaurant Wien,4.5,"Vegetarian Friendly, Vegan Options, Gluten Free Options",€€€€,"['Austrian', 'European', 'Central European', 'International']","Kaerntner Strasse 41 Casino Wien, Vienna 1010 Austria",1010
1456,O.M.K,4.5,Vegetarian Friendly,€€-€€€,"['Japanese', 'Sushi', 'Asian', 'Fast food']","Praterstrasse 16, Vienna 1020 Austria",1020
1457,Pizzeria Mama Mia,4.5,"Vegetarian Friendly, Vegan Options",€€-€€€,"['Italian', 'Pizza', 'European']","Koenigseggasse 11, Vienna 1060 Austria",1060
1458,Michele,4.0,Vegetarian Friendly,€,"['European', 'Italian', 'Mediterranean', 'Pub']","Mariahilfer Strasse 17, Vienna 1060 Austria",1060
1459,Gerstner K.u.K Hofzuckerbacker,4.5,"Vegetarian Friendly, Vegan Options",€€-€€€,"['Austrian', 'Cafe', 'European', 'Central European']","Kaerntner Strasse 51, Vienna 1010 Austria",1010
1460,The Golden Harp Irish Pub,4.0,Vegetarian Friendly,€€-€€€,"['Bar', 'Pub', 'Irish']","Erdbergstrasse 27, Vienna 1030 Austria",1030
1461,Joseph - Backerei Patisserie Bistro,4.0,"Vegetarian Friendly, Vegan Options, Gluten Free Options",€€-€€€,"['Cafe', 'European']","Landstrasser Hauptstrasse 4, Vienna 1030 Austria",1030
1462,Cucina di Tino,3.5,Vegetarian Friendly,€€-€€€,"['Italian', 'European', 'Pizza', 'Mediterranean']","Schoenbrunner Strasse 75, Vienna 1050 Austria",1050
1463,Kaisaki,3.0,Vegetarian Friendly,€€-€€€,"['Japanese', 'Sushi', 'Asian']","Laudongasse 24, Vienna 1080 Austria",1080
1464,Bier & Bierli,4.5,Vegetarian Friendly,€€-€€€,"['German', 'Austrian', 'Bar', 'European', 'Pub', 'Central European']","Operngasse 12, Vienna 1010 Austria",1010
1465,Wurstelstand Leo,4.5,Vegan Options,€,"['Street Food', 'German', 'Austrian', 'Fast food']","Doeblinger Guertel 2 1190 Vienna, Vienna 1190 Austria",1190
1466,Pizzeria Casa Piccola,4.5,"Vegetarian Friendly, Vegan Options, Gluten Free Options",€€-€€€,"['Italian', 'Pizza']","Hernalser Guertel 30, Vienna 1090 Austria",1090
1467,O.S.B. Oriental Sandwich Bar,4.5,"Vegetarian Friendly, Vegan Options",€,['Middle Eastern'],"Rotenturmstrasse 27, Vienna 1010 Austria",1010
1468,Pizzeria Tanti Saluti,4.0,Vegetarian Friendly,€,"['Italian', 'Pizza']","Rainergasse 31, Vienna 1040 Austria",1040
1469,HENRY - Billa Corso Herrnhuterhaus,4.0,"Vegetarian Friendly, Vegan Options, Gluten Free Options",€,"['Fast food', 'International']","Neuer Markt 17 Herrnhuterhaus, Vienna 1010 Austria",1010
1470,Le Burger,4.0,Vegetarian Friendly,€€-€€€,"['American', 'Fast food']","Albert Schweitzer Strasse Auhof Center Auhof Center, Vienna 1140 Austria",1140
1471,Chap in,4.5,"Vegetarian Friendly, Vegan Options",€,"['Asian', 'Vietnamese']","Apollogasse 20, Vienna 1070 Austria",1070
1472,Stadtcafe,4.0,"Vegetarian Friendly, Vegan Options, Gluten Free Options",€€-€€€,"['Austrian', 'Bar', 'Cafe', 'European', 'Central European']","Freyung 1, Vienna 1010 Austria",1010
1473,Swing Kitchen,4.5,"Vegetarian Friendly, Vegan Options, Gluten Free Options",€,['Fast food'],"Schottenfeldgasse 3, Vienna 1070 Austria",1070
1474,Goldener Baum,4.5,Vegetarian Friendly,€€-€€€,"['Austrian', 'Diner']","Waidhausenstrasse 35, Vienna 1140 Austria",1140
1475,Kunst-Cafe im Hundertwasserhaus,4.5,Vegetarian Friendly,€€-€€€,"['Cafe', 'European', 'Austrian', 'Central European']","Lowengasse St., 41-43, Vienna 1030 Austria",1030
1476,Suk Sushi-Bar,4.5,"Vegetarian Friendly, Vegan Options",€€-€€€,"['Japanese', 'Sushi', 'Asian']","Linke Wienzeile 22, Vienna 1060 Austria",1060
1477,Pizzeria Restaurante Da Giovanni Strebersdorf,3.5,Vegetarian Friendly,€€-€€€,"['Pizza', 'European']","Russbergstrasse 76, Vienna 1210 Austria",1210
1478,Shiki,4.0,"Vegetarian Friendly, Vegan Options, Gluten Free Options",€€€€,"['Japanese', 'Sushi', 'Asian', 'Fusion']","Krugerstrasse 3, Vienna 1010 Austria",1010
1479,Limonis,5.0,"Vegetarian Friendly, Vegan Options",€€-€€€,['Soups'],"Josefstaedter Strasse 73 1080 Vienna, Vienna 1080 Austria",1080
1480,Lemon Leaf Thai Restaurant,3.5,Vegetarian Friendly,€€-€€€,"['Asian', 'Thai']","Kettenbrueckengasse 19, Vienna 1050 Austria",1050
1481,3Raum,3.5,Vegetarian Friendly,€€-€€€,"['Italian', 'Bar', 'Pizza', 'European', 'Central European']","Universitaetsring 10, Vienna 1010 Austria",1010
1482,Skybox Gastronomiebetriebs GmbH,3.5,Vegetarian Friendly,€€-€€€,['European'],"Kaerntner Strasse 19, Vienna 1010 Austria",1010
1483,PIRATA Sushi,4.5,"Vegetarian Friendly, Vegan Options",€€-€€€,"['Japanese', 'Sushi', 'Asian', 'Fusion']","Neubaugasse 80 1070 Vienna, Vienna 1070 Austria",1070
1484,Herbeck - Neue Gastwirtschaft,4.5,"Vegetarian Friendly, Vegan Options",€€-€€€,"['Austrian', 'European', 'Central European']","Scheibenbergstrasse 11 Ecke Herbeckstrasse, Endstation Linie 40, Vienna 1180 Austria",1180
1485,Trattoria Martinelli (Ristorante),3.5,"Vegetarian Friendly, Vegan Options",€€€€,"['Italian', 'International', 'Mediterranean', 'European']","Palais Harrach Freyung 3 1010 Wien, Vienna 1010 Austria",1010
1486,Cantinetta Allora,4.0,Vegetarian Friendly,€€-€€€,['Italian'],"Universitaetsring 8, Vienna 1010 Austria",1010
1487,Francesco,3.5,Vegetarian Friendly,€€-€€€,"['Italian', 'Mediterranean', 'European', 'Pizza']","Waehringer Strasse 66, Vienna 1090 Austria",1090
1488,Gasthaus Zur Eisernen Zeit,4.0,"Vegetarian Friendly, Gluten Free Options",€€-€€€,"['German', 'Austrian', 'European', 'Central European']","Naschmarkt 313-316, Vienna 1060 Austria",1060
1489,Lobo y Luna,4.5,"Vegetarian Friendly, Vegan Options, Gluten Free Options",€€-€€€,"['Mediterranean', 'European', 'Spanish']","Mondscheingasse 2 1070, Vienna 1070 Austria",1070
1490,Ilona Stuberl,4.5,"Vegetarian Friendly, Gluten Free Options",€€-€€€,"['Austrian', 'European', 'Eastern European', 'Central European', 'Hungarian']","Braeunerstrasse 2, Vienna 1010 Austria",1010
1491,Zum Renner,4.0,Vegetarian Friendly,€€-€€€,"['Steakhouse', 'Austrian', 'Gastropub']","Nussdorfer Platz 4, Vienna 1190 Austria",1190
1492,Stopfer,4.0,Vegetarian Friendly,€€-€€€,"['Austrian', 'European', 'Central European']","Rudolfsplatz 4 1010, Vienna 1010 Austria",1010
1493,I Ragazzi,4.0,"Vegetarian Friendly, Vegan Options, Gluten Free Options",€€-€€€,"['Italian', 'Pizza', 'Mediterranean', 'European', 'Romana', 'Lazio', 'Central-Italian']","Burggasse 6-8 1070, Vienna 1070 Austria",1070
1494,Heuriger Stippert,4.5,Vegetarian Friendly,€,"['Austrian', 'European', 'Soups']","Ottakringer Strasse 225 1160 Vienna, Vienna 1160 Austria",1160
1495,Amerling Beisl,4.0,"Vegetarian Friendly, Vegan Options, Gluten Free Options",€€-€€€,"['Austrian', 'Bar', 'European', 'Central European', 'Gastropub']","Stiftgasse 8 1070, Vienna 1070 Austria",1070
1496,Vienna 1st,4.0,Vegetarian Friendly,€€-€€€,"['Austrian', 'International']","Judengasse 8, Vienna 1010 Austria",1010
1497,Ristorante Don Camillo,4.0,Vegetarian Friendly,€€-€€€,"['Seafood', 'Italian', 'Pizza']","Olympiaplatz 2 Stadion Center, Vienna 1020 Austria",1020
1498,Mono Sushi Bar,4.5,"Vegetarian Friendly, Vegan Options",€€-€€€,"['Japanese', 'Seafood', 'Sushi', 'Asian']","Schottenfeldgasse 5, Vienna 1070 Austria",1070
1499,Zum Weissen Rossl,3.5,Vegetarian Friendly,€,"['Austrian', 'European']","Strasse des Ersten Mai 109 2. Bezirk - Leopoldstadt Prater, Vienna 1020 Austria",1020
1500,Restaurant Tartuf,4.5,"Vegetarian Friendly, Vegan Options, Gluten Free Options",€€-€€€,['Mediterranean'],"Zinckgasse 2, Vienna 1150 Austria",1150
1501,Schutzhaus Am Schafberg,4.5,"Vegetarian Friendly, Vegan Options, Gluten Free Options",€€-€€€,"['Austrian', 'Central European', 'European']","Czartoryskigasse 190-192, Vienna 1170 Austria",1170
1502,Das Jonas 1210,3.5,Vegetarian Friendly,€€-€€€,"['Austrian', 'European']","Franz-Jonas-Platz 10-12, Vienna 1210 Austria",1210
1503,Pizzeria Trattoria Angolo N 22,4.0,"Vegetarian Friendly, Vegan Options",€€-€€€,"['Italian', 'Pizza', 'Mediterranean']","Waehringer Strasse 22, Vienna 1090 Austria",1090
1504,The Burger Bar,3.5,Vegetarian Friendly,€€-€€€,"['American', 'Bar']","Liechtensteinstrasse 8b, Vienna 1090 Austria",1090
1505,Xu's Cooking,4.5,"Vegetarian Friendly, Vegan Options, Gluten Free Options",€€-€€€,"['Chinese', 'Asian']","Kaiserstrasse 45, Vienna 1070 Austria",1070
1506,Gasthaus Kopp,4.5,Vegetarian Friendly,€,['Austrian'],"Engerthstrasse 104, Vienna 1200 Austria",1200
1507,Le Bol,4.0,"Vegetarian Friendly, Vegan Options, Gluten Free Options",€€-€€€,"['French', 'Cafe', 'European']","Neuer Markt 14, Vienna 1010 Austria",1010
1508,Lale,3.5,"Vegetarian Friendly, Halal",€€-€€€,"['Turkish', 'Mediterranean', 'Middle Eastern']","Franz-Josefs-Kai 29, Vienna 1010 Austria",1010
1509,Da Capo,4.0,"Vegetarian Friendly, Vegan Options, Gluten Free Options",€€-€€€,"['Italian', 'Pizza', 'Mediterranean', 'European', 'Tuscan', 'Central-Italian']","Schulerstrasse 18, Vienna 1010 Austria",1010
